,text,Sentiment,created_at
1662,Shams Offers Support To Pakistan Communities During COVID-19 Pandemic - Professional Squash Association. #pakistan https://t.co/1ne3N1M2fg,positive,04-24
1663,RT @ZainabMehdi1996: I totally support Tariq Jamil sahab when he said behayai so he didn't only mean shorter clothes he meant child abuse p…,negative,04-24
1664,RT @srinagaradmin: Ramadan: 50 thousand food kits prepared for distribution among impoverished families in Srinagar. Special support in vie…,positive,04-24
1665,Randomized Population Testing and Pool Population testing are the keys to accurately assess the magnitude and subse… https://t.co/Bo9qPD4lvK,positive,04-24
1666,"On behalf of the Kalhoro Family, we would like to wish you all a lovely fasting month. Ramadan Kareem! Let's not fo… https://t.co/gD5Mfu2Qrl",positive,04-24
1667,RT @CelebrateGrow: Ramadan Kareem! We at #growgivecelebrate wish you all a lovely month of Fasting. Although this time it will be different…,positive,04-24
1668,RT @TheZaiduLeaks: China will use us Pakistanis for clinical trail for their anti #ChineseVirus19 drug if it will be successful we'll take…,positive,04-24
1669,COVID-19 Will Hit the Elderly Even Harder in Developing Countries https://t.co/APt1sqMF6K https://t.co/grTLA6ATRB,negative,04-24
1670,"RT @AsadullahChema: @IntlCrimCourt
You should take notice of this extra judicial political imprisonment of a peaceful religiopolitical lead…",positive,04-24
1671,"With 20 more testing positive Friday, tally of COVID-19 cases in J&amp;K rises to 454 https://t.co/FCza6J91qy https://t.co/4sdymC3ywx",positive,04-24
1672,#Covid_19 Pandemic severely struck the educational system of Pakistan. @WMC_Officials took immediate measures and m… https://t.co/SK6Vh2aKq3,positive,04-24
1673,Communal prayers will exacerbate Covid-19 cases across the country. It's high time for the clerics to join heads &amp;… https://t.co/LkDpqHpZo0,positive,04-24
1674,"From wall of fahad ikram, director civil defence!

Well, on a personal level, I still feel a two week complete lock… https://t.co/1aJIuG1s6I",positive,04-24
1675,RT @ZainabMehdi1996: I totally support Tariq Jamil sahab when he said behayai so he didn't only mean shorter clothes he meant child abuse p…,negative,04-24
1676,Ramazan Mubarak to all fellow muslims in Pakistan &amp; around the globe. This Ramazan calls for a special duty to main… https://t.co/xg0Gx59Kxb,positive,04-24
1677,"RT @mirzasays_: Hey Everyone ‼️‼️
Here’s my New Video On Youtube about Criticism on Imran Khan About Begging !!
https://t.co/w8fQi5iqXf
Do…",positive,04-24
1678,"RT @AsadullahChema: بسم اللّٰہ۔۔۔

It's been more than five years that the most beloved religiopolitical leader of Nigeria is illegally kep…",positive,04-24
1679,RT @murtazasolangi: 70 workers coming out Covid-19 positive out of 1000 at @GetzPharmaIntl  is 7%. It is a huge number. Imagine if this fig…,positive,04-24
1680,COVID-19 In JK : 27 new +ive cases all from Kashmir rake total tally to 454 https://t.co/chJDKAIiaX https://t.co/djwP4GM7Wb,positive,04-24
1681,"#Covid-19: Bandipora first district to cross 100 mark in positive cases after 9 new cases reported on Friday

Gund-… https://t.co/UQxmawdRkM",positive,04-24
1682,"RT @ICT_Police: Islamabadians, Daughters of a police officer have a great message for you.

Listen and do follow.

#IslamabadPolice #Covid_…",positive,04-24
1683,"Tens of thousands of pink #flamingos packed into a lake in Mumbai, #India, as the #lockdown continued in the area d… https://t.co/7YEdpRFIZq",negative,04-24
1684,"#Ramadhan amid #Covid-19

We too fast, we too are humans; please cooperate with us this Ramadhan: @PoliceSgr chief… https://t.co/F4bl79QEcz",positive,04-24
1685,"RT @AteeqAteeqz360: May we all have Allah’s special blessings during the holy month of Ramadan. Maintain social distancing, avoid unnecessa…",positive,04-24
1686,"RT @sexworkeurope: ""The International Committee on the Rights of Sex Workers in Europe’s Call for Action demands attention to immediate nee…",positive,04-24
1687,Great to see a quick reaction report from @davidakaye on the need for states and other actors to… https://t.co/dL87mRXN3C,positive,04-24
1688,"LIVE: Govt extends countrywide lockdown till May 9 as Covid-19 tally jumps to 11,736. #pakistan https://t.co/qqVStkf15b",positive,04-24
1689,RT @murtazasolangi: 70 workers coming out Covid-19 positive out of 1000 at @GetzPharmaIntl  is 7%. It is a huge number. Imagine if this fig…,positive,04-24
1690,"RT @Teemas_Says: Do you think that a ""Smart Lockdown"" will be sufficient to combat the spread of COVID-19?",positive,04-24
1691,Businesses be like due to Covid-19 we’re closing all restrooms so you can’t wash your fucking hands,negative,04-24
1692,RT @DanyalGilani: #China puts #Harbin a city of 10 million 'on lockdown' to curb a new coronavirus outbreak after a student returning from…,positive,04-24
1693,RT @ZainabMehdi1996: I totally support Tariq Jamil sahab when he said behayai so he didn't only mean shorter clothes he meant child abuse p…,negative,04-24
1694,"RT @DanyalGilani: That’s how to play carom with social distancing during #Corona days... 🤓😁
#Covid_19 #StayHome #CoronaOutbreak https://t.c…",positive,04-24
1695,"Lumber 1 beggar came up with LUMBER 1 tracking system. 👞 
Wahh Mr NIAZI you mean a system which is failed to trace… https://t.co/MYUwoCZSwn",negative,04-24
1696,RT @mariaItarana: Super heroes in times of #COVID19Pandemic #Covid_19 https://t.co/x7WkRrUqZp,positive,04-24
1697,"RT @Samford_Sports: The New Normal: How Samford Athletics' players, coaches and staff are dealing with COVID-19.

Episode 10: Keylor Chan…",positive,04-24
1698,"RT @mosharrafzaidi: Mid-#Covid_19: 

Chief Secretary Punjab changed. 

Two changes of Federal Secretary Health. 

A new pay and pensions co…",positive,04-24
1699,"Trump Gone Mad

Asking..

Shouldn't we use disinfectants to inject or otherwise to treat Covid 19......",negative,04-24
1700,The Impact of COVID-19 on Commercial Real Estate Loans https://t.co/IJjPIfq9nF https://t.co/HXaZOL9Y60,positive,04-24
1701,"#Lockdown in #Islamabad
Passed by F-10 markaz today &amp; most shops were opened including Khaadi &amp; Maria B. While we a… https://t.co/G0tOSNniPq",positive,04-24
1702,"RT @ndmapk: Keeping in view the increase in no of COVID-19 patients world wide, NDMA is actively working to increase no of testing labs and…",negative,04-24
1703,"RT @MonaAlamm: #MaulanaTariqJamil yesterday:

Good: he prayed not just for Muslims but the entire global community. Including non Muslims.…",positive,04-24
1704,"RT @IndianArmyAwaam: Happiness is bringing smiles to the faces of the children of #Kashmir.
#IndianArmy distributes stationery items to you…",positive,04-24
1705,RT @FarhatullahB: Using track system of ISI to trace Covid-19 patients wrong.1. Dangerous to enlarge ISI footprint to health.2.Unwise to eq…,negative,04-24
1706,"The New Normal: How Samford Athletics' players, coaches and staff are dealing with COVID-19.

Episode 10: Keylor Ch… https://t.co/ZluWFYJJnN",positive,04-24
1707,RT @FarhatullahB: Using track system of ISI to trace Covid-19 patients wrong.1. Dangerous to enlarge ISI footprint to health.2.Unwise to eq…,negative,04-24
1708,"RT @Chup_Shaa: The most beautiful time of the year is finally here! Ramadan Kareem. 
May Allah protect us from Covid-19. The month of Ramad…",positive,04-24
1709,"RT @Chup_Shaa: The most beautiful time of the year is finally here! Ramadan Kareem. 
May Allah protect us from Covid-19. The month of Ramad…",positive,04-24
1710,"RT @Chup_Shaa: The most beautiful time of the year is finally here! Ramadan Kareem. 
May Allah protect us from Covid-19. The month of Ramad…",positive,04-24
1711,"RT @i_davente: #30daysofcode challenge ended yesterday. I couldn't post all of them, but my top pick is day 24. A Redesign of the challenge…",positive,04-24
1712,"RT @Chup_Shaa: The most beautiful time of the year is finally here! Ramadan Kareem. 
May Allah protect us from Covid-19. The month of Ramad…",positive,04-24
1713,"RT @Chup_Shaa: The most beautiful time of the year is finally here! Ramadan Kareem. 
May Allah protect us from Covid-19. The month of Ramad…",positive,04-24
1714,"The most beautiful time of the year is finally here! Ramadan Kareem. 
May Allah protect us from Covid-19. The month… https://t.co/UMqSmxjzpQ",positive,04-24
1715,"Bulletin on Novel Corona Virus (COVID-19)

27 NEW POSITIVE CASES REPORTED TODAY, 109 RECOVER IN JK… https://t.co/Dl4w9R6Peq",positive,04-24
1716,"Assalam_o_Alaikum

Hope you all are Good and fine ✨ Wish you and your family Ramadan Mubarak  🌙🌸
May Allah Pak show… https://t.co/A4TEbKRJRF",positive,04-24
1717,"RT @ziauddinislam: Covid 19 and mental Health, University of York Webinar. https://t.co/WWFKhLfIMK",negative,04-24
1718,RT @ZainabMehdi1996: I totally support Tariq Jamil sahab when he said behayai so he didn't only mean shorter clothes he meant child abuse p…,negative,04-24
1719,"#COVID19 death toll in Pune rises to 68 after 5 more fatalities; cases in the #Maharashtra district climb to 1,094… https://t.co/iWY1Hw73nm",positive,04-24
1720,"RT @AteeqAteeqz360: May we all have Allah’s special blessings during the holy month of Ramadan. Maintain social distancing, avoid unnecessa…",positive,04-24
1721,RT @srinagaradmin: Ramadan: 50 thousand food kits prepared for distribution among impoverished families in Srinagar. Special support in vie…,positive,04-24
1722,RT @murtazasolangi: 70 workers coming out Covid-19 positive out of 1000 at @GetzPharmaIntl  is 7%. It is a huge number. Imagine if this fig…,positive,04-24
1723,I need all the prayers for my great grandmother who’s fighting Covid-19. God bless you abuela and may he wrap his a… https://t.co/DBMEoRZQiB,positive,04-24
1724,RT @srinagaradmin: Ramadan: 50 thousand food kits prepared for distribution among impoverished families in Srinagar. Special support in vie…,positive,04-24
1725,"#RamadanMubarak 
we #offers #FREE CONSULTATION during Ramadan.
scaling &amp;polishing in just Rs. 3000/-
30% off on roo… https://t.co/YTVrFtAKjj",positive,04-24
1726,"RT @AsimKhanTweets: Karma is a Bitch ! 

5 persons who attacked health workers last week, have tested COVID-19 postive in jail and conseque…",negative,04-24
1727,RT @FarhatullahB: Using track system of ISI to trace Covid-19 patients wrong.1. Dangerous to enlarge ISI footprint to health.2.Unwise to eq…,negative,04-24
1728,"It's ok if you are fit you will survive don't worry..it's all about survival of the fittest.

A bitter reality.… https://t.co/vsW5hxpXWc",positive,04-24
1729,RT @FarhatullahB: Using track system of ISI to trace Covid-19 patients wrong.1. Dangerous to enlarge ISI footprint to health.2.Unwise to eq…,negative,04-24
1730,"Wishing a very happy Ramadan to all Muslim brethren,may this month of fasting &amp; prayers will end this pandemic of Covid-19.
#Ramadanmubarak",positive,04-24
1731,"RT @PakistanADB: ADB President, Pakistan Minister of Economic Affairs Discuss Scaling Up Support to Combat COVID-19 READ:  https://t.co/MxQ…",positive,04-24
1732,"RT @AteeqAteeqz360: May we all have Allah’s special blessings during the holy month of Ramadan. Maintain social distancing, avoid unnecessa…",positive,04-24
1733,"RT @AsadullahChema: @IntlCrimCourt
You should take notice of this extra judicial political imprisonment of a peaceful religiopolitical lead…",positive,04-24
1734,RT @FarhatullahB: Using track system of ISI to trace Covid-19 patients wrong.1. Dangerous to enlarge ISI footprint to health.2.Unwise to eq…,negative,04-24
1735,"RT @rifatabdullahh: #COVID-19 

20 samples tested Positive at SKIMS today.

09 from Bandipora, 05 from Shopian,  02 from Tangmarag area of…",positive,04-24
1736,RT @FarhatullahB: Using track system of ISI to trace Covid-19 patients wrong.1. Dangerous to enlarge ISI footprint to health.2.Unwise to eq…,negative,04-24
1737,"Turbulence of the New Normal

https://t.co/O8kDCzpMdk https://t.co/AZ66fSggYR",positive,04-24
1738,RT @pid_gov: Foreign Minister @SMQureshiPTI chaired a virtual launch of Pakistan's Preparedness and Response Plan (PPRP) to combat COVID-19…,negative,04-24
1739,"@MadihaAfzal there is no other way to stop the spread of #Covid_19. As you also mentioned in your book ""Pakistan Un… https://t.co/6va6fDLLWS",positive,04-24
1740,"RT @AteeqAteeqz360: May we all have Allah’s special blessings during the holy month of Ramadan. Maintain social distancing, avoid unnecessa…",positive,04-24
1741,"COVID-19: Kashmir reports 27 fresh cases, J&amp;K tally reaches 454 https://t.co/tNgzR9oTvZ",positive,04-24
1742,RT @AsadmAijaz: Let Fundamentals be clear....            #COVID 19 #CovidCurveFlattens https://t.co/61m0Ct7ufI,positive,04-24
1743,"RT @Teemas_Says: Do you think that a ""Smart Lockdown"" will be sufficient to combat the spread of COVID-19?",positive,04-24
1744,RT @AsadmAijaz: Let Fundamentals be clear....            #COVID 19 #CovidCurveFlattens https://t.co/61m0Ct7ufI,positive,04-24
1745,"RT @AsimKhanTweets: Karma is a Bitch ! 

5 persons who attacked health workers last week, have tested COVID-19 postive in jail and conseque…",negative,04-24
1746,RT @AsadmAijaz: Let Fundamentals be clear....            #COVID 19 #CovidCurveFlattens https://t.co/61m0Ct7ufI,positive,04-24
1747,"May we all have Allah’s special blessings during the holy month of Ramadan. Maintain social distancing, avoid unnec… https://t.co/thwA43doxZ",positive,04-24
1748,"RT @MonaAlamm: #MaulanaTariqJamil yesterday:

Good: he prayed not just for Muslims but the entire global community. Including non Muslims.…",positive,04-24
1749,What gives M.T. Jamil the right to use harsh words for media and women? It gave everyone the impression that he was… https://t.co/ecNzM4VHTZ,positive,04-24
1750,Medics are our only line of defense and they want complete shutdown.We can prevent but cannot fight Covid-19.Listen to them or die,positive,04-24
1751,"RT @UmarGanie1: #Covid_19 
In Pics- The otherwise bustling mosques have just five people offering first Tarawhe Namaz of Ramadan-2020, in S…",positive,04-24
1752,RT @Nabehal: So glad to see enhanced screening and testing happening at the Aga Khan University Hospital. They have established a dedicated…,positive,04-24
1753,"RT @UmarGanie1: #Covid_19 
In Pics- The otherwise bustling mosques have just five people offering first Tarawhe Namaz of Ramadan-2020, in S…",positive,04-24
1754,I think we are going to fail to handle #Covid_19 due to flexibility of festival and peoples attitude.… https://t.co/Bs84beCDww,negative,04-24
1755,"RT @UmarGanie1: #Covid_19 
In Pics- The otherwise bustling mosques have just five people offering first Tarawhe Namaz of Ramadan-2020, in S…",positive,04-24
1756,"@ListenShahid @DCSrinagar

COVID-19: Man Involved In Making Fake Movement Passes Held, FIR Registered ‘Enquiry init… https://t.co/vIteL2MGoa",negative,04-24
1757,"RT @UmarGanie1: #Covid_19 
In video- The otherwise bustling mosques have just five people offering first tarawhe of Ramadan 2020, in Srinag…",positive,04-24
1758,"RT @Teemas_Says: Do you think that a ""Smart Lockdown"" will be sufficient to combat the spread of COVID-19?",positive,04-24
1759,Happy Ramadan to All Muslims in the World. May Allah keep all safe from covid 19 Pandamic.Ameen,positive,04-24
1760,"RT @AsadullahChema: بسم اللّٰہ۔۔۔

It's been more than five years that the most beloved religiopolitical leader of Nigeria is illegally kep…",positive,04-24
1761,"@ListenShahid @DCSrinagar

COVID-19: Man Involved In Making Fake Movement Passes Held, FIR Registered

‘Enquiry ini… https://t.co/CkpkIxlzpe",negative,04-24
1762,"@faizakkhan Okay, I did a little digging. The standard requirement (NIOSH) for a mask to be deemed “effective” is f… https://t.co/T1YYOPbEaf",positive,04-24
1763,Our next project is to provide soaps and surgical masks in mosques in order to maintain good  hygiene and to stop t… https://t.co/4U7nGQlZ9Q,positive,04-24
1764,@KapilMishra_IND Failed @ArvindKejriwal ... Will you take some serious action against these peoples?… https://t.co/fN5SGKC9Ai,negative,04-24
1765,"RT @sareaam_rwp: TeamSareAamRwpSouth is Wishing A Blessed Ramzan To all The Muslims Around the Wolrd....!

May We Became Able To Erase Our…",positive,04-24
1766,"More than 100 potential vaccines are being developed, including six already in clinical trials, according to Seth B… https://t.co/Hnn8JBsCEN",positive,04-24
1767,@alnassar_kvv @MJALSHRIKA India is more dangerous than covid-19,negative,04-24
1768,"RT @DanyalGilani: That’s how to play carom with social distancing during #Corona days... 🤓😁
#Covid_19 #StayHome #CoronaOutbreak https://t.c…",positive,04-24
1769,RT @ZainabMehdi1996: I totally support Tariq Jamil sahab when he said behayai so he didn't only mean shorter clothes he meant child abuse p…,negative,04-24
1770,RT @AsadmAijaz: Let Fundamentals be clear....            #COVID 19 #CovidCurveFlattens https://t.co/61m0Ct7ufI,positive,04-24
1771,"Pakiatani Famous Singer  Ali Zafar Special message for , for all District Administrations

@AliZafarsays… https://t.co/4yLjupIa4x",positive,04-24
1772,"RT @i_davente: #30daysofcode challenge ended yesterday. I couldn't post all of them, but my top pick is day 24. A Redesign of the challenge…",positive,04-24
1773,Team #GDGIslamabad wishes you all a very blessed Ramadan. May the spirit of this holy month remain in our hearts an… https://t.co/hFzYosbvBX,positive,04-24
1774,RT @Farhada14617260: May the Lord deliver us from this deadly #Covid_19 for the sake of this beloved month #ramadankareem,positive,04-24
1775,May the Lord deliver us from this deadly #Covid_19 for the sake of this beloved month #ramadankareem,positive,04-24
1776,"@ImranKhanPTI The most beautiful time of the year is finally here! 
May Allah protect us from Covid-19.",positive,04-24
1777,RT @murtazasolangi: 70 workers coming out Covid-19 positive out of 1000 at @GetzPharmaIntl  is 7%. It is a huge number. Imagine if this fig…,positive,04-24
1778,@airvistara My PNR  is SYJFPY  My Flight is cancelled due to covid-19 (which was scheduled on 16 April 2020) so as… https://t.co/ZW4aXwaKb4,negative,04-24
1779,"DG ISPR thanked the Chinese Government for supporting Pakistan in  crucial time. 

@OfficialDGISPR @MFA_China… https://t.co/XbUgc18F7w",positive,04-24
1780,RT @FarhatullahB: Using track system of ISI to trace Covid-19 patients wrong.1. Dangerous to enlarge ISI footprint to health.2.Unwise to eq…,negative,04-24
1781,"Must open eyes &amp; get awake least this become a reality 🤷‍♂️ - Corona Aftershocks 
#covid19 #coronavirus #NWO… https://t.co/DRwTbwl3yh",negative,04-24
1782,"RT @UmarGanie1: #Covid_19 
In Pics- The otherwise bustling mosques have just five people offering first Tarawhe Namaz of Ramadan-2020, in S…",positive,04-24
1783,RT @FarhatullahB: Using track system of ISI to trace Covid-19 patients wrong.1. Dangerous to enlarge ISI footprint to health.2.Unwise to eq…,negative,04-24
1784,"RT @TawhidurTanbir: I will rank your website on google top page with best white hat SEO
https://t.co/lrrWwzHjci
#socialmediamarketing  #Dig…",positive,04-24
1785,"RT @TawhidurTanbir: I will rank your website on google top page with best white hat SEO
https://t.co/lrrWwzHjci
#socialmediamarketing  #Dig…",positive,04-24
1786,"RT @kashmirobserver: Covid-19: 20 More Test Positive In Kashmir, J&amp;K Tally At 454 https://t.co/eJmeLcPnPd https://t.co/o3X6cyMXKs",positive,04-24
1787,"RT @TawhidurTanbir: I will rank your website on google top page with best white hat SEO
https://t.co/lrrWwzHjci
#socialmediamarketing  #Dig…",positive,04-24
1788,"Innovation is pretty Awesome , i cant stop laughing #Lol #Covid_19 #StayHome https://t.co/oOn360k5Rp",positive,04-24
1789,Pakistan's Most Oppressed and the COVID-19 Pandemic | Persecution. #pakistan https://t.co/OdXpGOes0d,positive,04-24
1790,"RT @rifatabdullahh: #COVID-19  #USA

Around 50000 deaths reported in USA so far due to Coronavirus.",negative,04-24
1791,RT @murtazasolangi: 70 workers coming out Covid-19 positive out of 1000 at @GetzPharmaIntl  is 7%. It is a huge number. Imagine if this fig…,positive,04-24
1792,"RT @kashmirobserver: Trump Suggests Injecting Disinfectants To Kill Covid-19, Experts Shocked https://t.co/X0xOFa3Npy https://t.co/uegQcr2G…",negative,04-24
1793,"RT @UmarGanie1: #Covid_19 
In Pics- The otherwise bustling mosques have just five people offering first Tarawhe Namaz of Ramadan-2020, in S…",positive,04-24
1794,"RT @NeelumNawab: Govt must listen to the most relevant sector in Covid-19 Crisis,The Docs:Our Front Line warriors @pakgovt1 @ImranKhanPTI @…",positive,04-24
1795,"RT @UmarGanie1: #Covid_19 
In video- The otherwise bustling mosques have just five people offering first tarawhe of Ramadan 2020, in Srinag…",positive,04-24
1796,RT @murtazasolangi: 70 workers coming out Covid-19 positive out of 1000 at @GetzPharmaIntl  is 7%. It is a huge number. Imagine if this fig…,positive,04-24
1797,RT @FarhatullahB: Using track system of ISI to trace Covid-19 patients wrong.1. Dangerous to enlarge ISI footprint to health.2.Unwise to eq…,negative,04-24
1798,RT @FarhatullahB: Using track system of ISI to trace Covid-19 patients wrong.1. Dangerous to enlarge ISI footprint to health.2.Unwise to eq…,negative,04-24
1799,Special Flight Abu Dhabi carrying 250 passengers.161passengers are shifted to #Quarantine center Nasir Bagh… https://t.co/Gbq4UO5CfT,positive,04-24
1800,"Dad: beta subh 5 bajy utha karu, mind fresh rahy ga.
Me whole day after waking up at 5am.

#Covid_19 https://t.co/hpgteiyjqg",positive,04-24
1801,RT @murtazasolangi: 70 workers coming out Covid-19 positive out of 1000 at @GetzPharmaIntl  is 7%. It is a huge number. Imagine if this fig…,positive,04-24
1802,"RT @FereshtaKazemi: Even if testing limited in #Afghanistan, “Where r the bodies?” It’s been more than 6 weeks over 135,000 Afghans crossed…",positive,04-24
1803,RT @Mirsaleem786786: Asalam alaikum to all ummha RAMADAN KAREEM  do dua for all specially covid 19 Allah forgive us,positive,04-24
1804,"Trump Suggests Injecting Disinfectants To Kill Covid-19, Experts Shocked https://t.co/X0xOFa3Npy https://t.co/uegQcr2GAy",negative,04-24
1805,RT @murtazasolangi: 70 workers coming out Covid-19 positive out of 1000 at @GetzPharmaIntl  is 7%. It is a huge number. Imagine if this fig…,positive,04-24
1806,RT @murtazasolangi: 70 workers coming out Covid-19 positive out of 1000 at @GetzPharmaIntl  is 7%. It is a huge number. Imagine if this fig…,positive,04-24
1807,"#coronavirus #covid_19
Alhumdullah 
Stay home stay safe https://t.co/mHo48aptkB",positive,04-24
1808,RT @murtazasolangi: 70 workers coming out Covid-19 positive out of 1000 at @GetzPharmaIntl  is 7%. It is a huge number. Imagine if this fig…,positive,04-24
1809,RT @murtazasolangi: 70 workers coming out Covid-19 positive out of 1000 at @GetzPharmaIntl  is 7%. It is a huge number. Imagine if this fig…,positive,04-24
1810,"A smart lockdown and testing, tracing and quarantining will drive our efforts against Covid-19. We will have a targ… https://t.co/LOlpglAeAx",positive,04-24
1811,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-24
1812,"Sad for Media Fraternity in India, First Photojournalist dies for coronavirus

Bengali daily Aajkaal senior photojo… https://t.co/Q9z5KV6AK2",negative,04-24
1813,RT @ZainabMehdi1996: I totally support Tariq Jamil sahab when he said behayai so he didn't only mean shorter clothes he meant child abuse p…,negative,04-24
1814,"RT @SaadiaAfzaal: BIG BREAKING!! EXCLUSIVE!!
China has developed COVID-19 vaccine and Pakistan is going to receive it pretty SOON making Pa…",positive,04-24
1815,RT @srinagaradmin: Ramadan: 50 thousand food kits prepared for distribution among impoverished families in Srinagar. Special support in vie…,positive,04-24
1816,"RT @Wajahatfarooqbt: I'm glad to know that @PMOIndia Shri @narendramodi Jii spoke to Our BDC Chairman Narvaw #Baramulla Mir Iqbal Ahmad .
""…",positive,04-24
1817,"RT @UmarGanie1: #Covid_19 
In Pics- The otherwise bustling mosques have just five people offering first Tarawhe Namaz of Ramadan-2020, in S…",positive,04-24
1818,"RT @rifatabdullahh: #COVID-19 
Stay at home and use of face masks very nicely explained 👇👇 https://t.co/n6rrjnqwN1",positive,04-24
1819,"RT @UmarGanie1: #Covid_19 
In video- The otherwise bustling mosques have just five people offering first tarawhe of Ramadan 2020, in Srinag…",positive,04-24
1820,70 workers coming out Covid-19 positive out of 1000 at @GetzPharmaIntl  is 7%. It is a huge number. Imagine if this… https://t.co/fSqeyKzxzO,positive,04-24
1821,"RT @Teemas_Says: Do you think that a ""Smart Lockdown"" will be sufficient to combat the spread of COVID-19?",positive,04-24
1822,"@BDUTT Thanks you so much  appreciate 
For your ground zero report.God bless you mam #IndiaFightsCoronavirus… https://t.co/ibdVJXLTgo",positive,04-24
1823,Wish you all a happy #RamadanMubarak May Allah make this month a means of blessing and mercy for the entire mankind… https://t.co/DeI6MTVOK3,positive,04-24
1824,"RT @rifatabdullahh: #COVID-19 
Stay at home and use of face masks very nicely explained 👇👇 https://t.co/n6rrjnqwN1",positive,04-24
1825,"Ramdan Mubarak to all.... 
Hope this Holy month will bring lot of love, Happiness, blessings and especially to brea… https://t.co/VJ1vFYUytB",positive,04-24
1826,RT @ishfaq_hussain9: It's high time for us to shun everything that weakens our īmān. Don't get involved in ugly and unnecessary typa argume…,negative,04-24
1827,"RT @rifatabdullahh: #COVID-19 
Stay at home and use of face masks very nicely explained 👇👇 https://t.co/n6rrjnqwN1",positive,04-24
1828,RT @srinagaradmin: Ramadan: 50 thousand food kits prepared for distribution among impoverished families in Srinagar. Special support in vie…,positive,04-24
1829,RT @ZainabMehdi1996: I totally support Tariq Jamil sahab when he said behayai so he didn't only mean shorter clothes he meant child abuse p…,negative,04-24
1830,"RT @rifatabdullahh: #COVID-19 
Stay at home and use of face masks very nicely explained 👇👇 https://t.co/n6rrjnqwN1",positive,04-24
1831,"RT @TimesofIslambad: In a first, KP government to go for pool testing of COVID - 19 patients enhancing capacity to five times https://t.co/…",positive,04-24
1832,RT @ZainabMehdi1996: I totally support Tariq Jamil sahab when he said behayai so he didn't only mean shorter clothes he meant child abuse p…,negative,04-24
1833,"#COVID-19 
Stay at home and use of face masks very nicely explained 👇👇 https://t.co/n6rrjnqwN1",positive,04-24
1834,Ohh Allah Almighty forgive us and protect whole human world from #Covid_19 .. Ramadan Mubarak https://t.co/yjSWnFKF0D,positive,04-24
1835,"RT @Teemas_Says: Do you think that a ""Smart Lockdown"" will be sufficient to combat the spread of COVID-19?",positive,04-24
1836,Covid-19: Bandipora First District To Cross 100 Mark In Positive Cases  https://t.co/Td5dMxUrtY https://t.co/azAJYBd0WC,positive,04-24
1837,RT @usembislamabad: #DYK: Pakistani-American scientist Dr. Qasim Bukhari is one of the many talented researchers working hard to understand…,positive,04-24
1838,RT @ZainabMehdi1996: I totally support Tariq Jamil sahab when he said behayai so he didn't only mean shorter clothes he meant child abuse p…,negative,04-24
1839,RT @srinagaradmin: Ramadan: 50 thousand food kits prepared for distribution among impoverished families in Srinagar. Special support in vie…,positive,04-24
1840,"RT @Teemas_Says: Do you think that a ""Smart Lockdown"" will be sufficient to combat the spread of COVID-19?",positive,04-24
1841,"RT @daribaalam: @OfficialDGISPR Next two weeks are crucial and #Covid_19 case may spike. 
Stay Home, Pray at Home and stay stay safe. May G…",positive,04-24
1842,"RT @mirzasays_: Hey Everyone ‼️‼️
Here’s my New Video On Youtube about Criticism on Imran Khan About Begging !!
https://t.co/w8fQi5iqXf
Do…",positive,04-24
1843,RT @ZainabMehdi1996: I totally support Tariq Jamil sahab when he said behayai so he didn't only mean shorter clothes he meant child abuse p…,negative,04-24
1844,This is no palace but more than that. while signing off from my duties i kliked this #Covid_19 wellness centre… https://t.co/diBUu5Fh9z,positive,04-24
1845,"COVID-19: Man Involved In Making Fake Movement Passes Held, FIR Registered https://t.co/o6wih5S40f",negative,04-24
1846,RT @FarhatullahB: Using track system of ISI to trace Covid-19 patients wrong.1. Dangerous to enlarge ISI footprint to health.2.Unwise to eq…,negative,04-24
1847,RT @SajidWajid99: Ramadan Mubarak to you and your loved ones. I hope the Holy Month of Ramadan brings happiness with it. May ALLAH Protect…,positive,04-24
1848,"RT @UmarGanie1: #Covid_19 
In Pics- The otherwise bustling mosques have just five people offering first Tarawhe Namaz of Ramadan-2020, in S…",positive,04-24
1849,RT @SajidWajid99: Ramadan Mubarak to you and your loved ones. I hope the Holy Month of Ramadan brings happiness with it. May ALLAH Protect…,positive,04-24
1850,"#Covid_19 
In Pics- The otherwise bustling mosques have just five people offering first Tarawhe Namaz of Ramadan-20… https://t.co/DpKtZ35vL4",positive,04-24
1851,"Do you think that a ""Smart Lockdown"" will be sufficient to combat the spread of COVID-19?",positive,04-24
1852,"RT @jawadsopinion: Join the Facebook Live tomorrow to know all about @actsofkindnessp

Do join on the following link
https://t.co/GGTKD9iHo…",positive,04-24
1853,Very unfortunate India's high labelled tonic cum vaccine GAU MUTUR failed against Covid-19.,negative,04-24
1854,RT @srinagaradmin: Ramadan: 50 thousand food kits prepared for distribution among impoverished families in Srinagar. Special support in vie…,positive,04-24
1855,"better than any #Covid_19 ""vaccine"" #BillGates wants to pump you with",positive,04-24
1856,"Gratitude to all veterinarians.
I wish I could reveal how long these Warriors are ""dealing"" with Corona
Happy world… https://t.co/XZDlq63VoF",positive,04-24
1857,"Ramadan Mubarak 🌙
To all of you and your Families .May this Holy month brings Health, Wealth, Peace and Happiness f… https://t.co/nnGhICPgG6",positive,04-24
