,text,Sentiment,created_at
1239,"RT @reach2sb: @RBI and banks are most casual about Covid19. I have so many people who work in banks in my community, they don't have facili…",positive,04-22
1240,#dilbert works from home https://t.co/mowg0oPXVa #covid19 #coronavirus #wfh #dilbert,positive,04-22
1241,#ridetoworkmelb #melbweather #WFH https://t.co/FNhjaarTWW,positive,04-22
1242,I generally dislike working from home but today's setup wasn't too shabby. #wfhsetup #WFH https://t.co/fcQsfFuuOY,positive,04-22
1243,Day 20 #WFH https://t.co/HPNBvGVSrk,positive,04-22
1244,"Felt cute. Might delete later. 
Or...
How I Learned To Love The Tie.
Or...
I just couldn't bring myself to wear a t… https://t.co/RmI4G5ZNWl",positive,04-22
1245,"WFH Week 6.

A cinnamon doughnut I planned to have for breakfast got burned in the microwave.",positive,04-22
1246,Early start today. Had to iron my trackie daks (sweatpants) before a solid day of zoom meetings #WFH,positive,04-22
1247,would my friends/peers kill themselves if they were me then? it almost feels insulting.. if youre crumbling because… https://t.co/bRzzP2PQt5,positive,04-22
1248,"#covid19 #wfh #homeoffice #videoconferencia ...
seus problemas acabaram .... ou não ... hehehe!!!
#shineyournature https://t.co/rAobTqo1NK",positive,04-22
1249,"Keep your desk free of distractions. Maybe add a plant for freshness? 🍃

***
#TruePillars #WFH #workingfromhome… https://t.co/YEkaEUda5a",positive,04-22
1250,9am...third coffee down. WFH x Mum Life. #sendhelp https://t.co/XDtWBqu1VG,positive,04-22
1251,@strom_annette @Roestar01 @vegix @FaithCampbellJ1 @malbelle90 @HGilmore68 @BethanyinCBR @katherineOma @Nikki_Trw… https://t.co/v6mZiaGiJq,positive,04-22
1252,"RT @YearOfRat: My dogs made work from home fun, when WFH was not even a thing. https://t.co/hitbtaM923",positive,04-22
1253,@tcorcoran My understanding is that the wfh element increases the risk with LPOs.,positive,04-22
1254,Thank you to Disney Junior for entertaining my child while I’m in meetings! #WFH #lockdownnz https://t.co/anZUBSnsOB,positive,04-22
1255,"@BramleyLakeland #Welp. You Puppers may want to rethink this staring us #WFH Hoos down ...
Who’s going to fund your… https://t.co/czLjhr4BKK",positive,04-22
1256,"But that economic activity still occurred, just not in markets. So the bad GDP stats we will soon see aren’t actual… https://t.co/kvq5ko03OB",positive,04-22
1257,"RT @_drbruced: Happy Earth Day! I normally would run-commute to work &amp; take the train home, but for this video I did the round trip as a Su…",positive,04-22
1258,A Laptop Stand Is the Neck-Saving Gizmo Your WFH Setup Needs https://t.co/sEkG7XTKwJ #FitnessJunctionZA,positive,04-22
1259,RT @therealrepairco: Did you know that there's free document scanner built into the Notes app on your iPhone? 📱🖨 That's bound to make worki…,positive,04-22
1260,"Why are all reporters, presenters, and  analysts who work from home, do so in front of bookshelves? #WFH #WFHTips… https://t.co/VsE49XBLIa",positive,04-22
1261,How are you coping this day with your #WFH commitments? Have you made yourself a list of tasks and when you need to… https://t.co/r6IwNiCoY8,positive,04-22
1262,I don't know why this week mochi has decided to wake me up at 5am for her breakfast when she normally waits for my… https://t.co/erDPJptk05,positive,04-22
1263,"Good morning Melbourne. Happy Thursday! Desperate times call for desperate measures, which include me wfh while bei… https://t.co/leMhg3UgiY",positive,04-22
1264,9 things the most productive WFH people do 30 minutes before logging off https://t.co/eHDyTRg5oJ https://t.co/HfCbYdqnsF,positive,04-22
1265,"@ArvindKejriwal  sir,
I had suggestion for you. Rather than imposing odd even for pollution handling, why cant you… https://t.co/z39nOMkpuY",positive,04-22
1266,What working from home looks like for this team of South African Recruiters who are under strict CoVid19  Lockdown… https://t.co/lAnyofTxza,positive,04-22
1267,#digitaldoodler A must lesson for #WFH https://t.co/QzCHXAoPTt https://t.co/iSf4KWMflr,positive,04-22
1268,"@India_Logitech I have tried reaching you on Facebook, seems like you are no longer active there.
During these time… https://t.co/oNVl4bKrfK",positive,04-22
1269,@mspeacherino I thought I'd get more time to practice some hobbies but WFH ain't having it,positive,04-22
1270,"RT @GarnierAdele: Great read, for everyone but especially parenting wfh people with families and friends scattered around the world https:/…",positive,04-22
1271,"Gw takut deh abis selese wfh, tete gw lupa caranya pake beha.",positive,04-22
1272,"@HermaineM 1.the originals💓
2. Prison Break💖
3. The legacies💕
https://t.co/4nxUq1xVIi to get away wfh murder💉",positive,04-22
1273,"RT @_drbruced: Happy Earth Day! I normally would run-commute to work &amp; take the train home, but for this video I did the round trip as a Su…",positive,04-22
1274,Key point - The only thing worse than a long presentation in person is a long presentation during a virtual meeting… https://t.co/NuSLEWZD3k,positive,04-22
1275,"WFH expected to be a novelty at first, soon to realize that humans are are a very social species, dependent upon ph… https://t.co/FZWZqvC8yk",positive,04-22
1276,"I think this is WFH week 6 and I’ve reached some conclusions. Cheetos:
White Cheddar Puffs &gt; Baked &gt; Original",positive,04-22
1277,RT @matheuskoerich: Have new employees to onboard in this #RemoteWork world? Try these 5 tips to create a memorable experience at a distanc…,positive,04-22
1278,"Anyone know of any part time WFH gigs going?

A friend of mine is looking for 10-15 hours per week. Their experienc… https://t.co/3xNknlKtl1",positive,04-22
1279,"Great read, for everyone but especially parenting wfh people with families and friends scattered around the world https://t.co/fLdbPH0JK2",positive,04-22
1280,Deve ser legal viver em um país que o governo da uma força e vc tem tranquilidade pra ser criativo! Fizeram isso us… https://t.co/2gXGhKJKvg,positive,04-22
1281,"RT @_drbruced: Happy Earth Day! I normally would run-commute to work &amp; take the train home, but for this video I did the round trip as a Su…",positive,04-22
1282,"@urbanjodi More pressure than a normal WFH day. I have anxiety issues, 2000 unread emails and my ears are buzzing",positive,04-22
1283,Have new employees to onboard in this #RemoteWork world? Try these 5 tips to create a memorable experience at a dis… https://t.co/7qiPsLGX21,positive,04-22
1284,"@DangerMango Oh, HELL no. In fact, around the office we have award ribbons that say ""I survived another meeting tha… https://t.co/f9KKd2W1p1",positive,04-22
1285,"@_BlackZA Weeeh, doing it every day so nje😭

WFH isn't cute anymore",positive,04-22
1286,@kinankin otw wfh 🥺,positive,04-22
1287,"In the midst of a worldwide pandemic, compliance must continue. 

Find out how - read Chad Billing’s blog here &gt;&gt;… https://t.co/sZZXQKjVoW",positive,04-22
1288,Good morning BNE now 18c 88% humidity top today 28c mostly sunny. Sunrise 06:09 on this #Fridayeve 23rd April. Have… https://t.co/CHXDYh7wAD,positive,04-22
1289,Figured out I can wfh in the garden if I have three different pairs of specs. Happy days. https://t.co/OAVvwAEj2U,positive,04-22
1290,JoeManna We're thrilled you're enjoying our free #MozAcademy courses!! Looks like you have the perfect WFH setup to… https://t.co/5jRYDL1vFk,positive,04-22
1291,Til: WFH = working from hammock https://t.co/Ty8oyRQ7Kt,positive,04-22
1292,"RT @CheekyPoppy1: It's our 'Reality TV' 😉
#WFH #Isolation #StayHome #DogsDuringLockdown #QuaratineLife #DogsofTwittter #QuarantineActivitie…",positive,04-22
1293,RT @TrueLoveMag: These supermoms are seamlessly balancing WFH and parenthood. Here are some of the lessons we're learning from them: https:…,positive,04-22
1294,"i'm #SEO and #digital #marketing specialist.
contact me https://t.co/VbE1KrGsKq
#socialmediamarketing 

#COVID-19… https://t.co/pRuRaI8IRH",positive,04-22
1295,"meu trabalho tá oficialmente em WFH até o fim de maio ao menos, which is a surprise to absolutely no one",positive,04-22
1296,"Work from home shouldn’t look like this (!) though there are enough stories doing the rounds... but hazards or not,… https://t.co/F9mAq08uOD",positive,04-22
1297,These supermoms are seamlessly balancing WFH and parenthood. Here are some of the lessons we're learning from them:… https://t.co/YAO8NfNKt1,positive,04-22
1298,"“Love the earth as you would love yourself” — John Denver  

Happy Earth Day from Team #Bitpastel

#EarthDay #WFH… https://t.co/VQ2AY2bCL2",positive,04-22
1299,"WFH works short term only. People are already finding it difficult to get things done from home, you see there has… https://t.co/tnNZhpO3dF",negative,04-22
1300,"@WendySparrow My Husband has been working midshifts at the office 12-830pm for over a year, it's been such an annoy… https://t.co/a5LJIy0b3i",negative,04-22
1301,Don't have a WFH space that you feel comfortable showing off during Zoom calls? Check our client @thehavenly's desi… https://t.co/EW3jbFItrt,negative,04-22
1302,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,negative,04-22
1303,2. Which is usually my WFH life 😂 https://t.co/GNnRmHyQmB,negative,04-22
1304,"Akibat wfh, editornya ngerjain dirumah sambil nge drakor ;)) https://t.co/65Rd1NUS6d",negative,04-22
1305,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,negative,04-22
1306,RT @moingshaikh: @CIOStraightTalk @Timothy_Hughes @sureshsambandam @dhinchcliffe @AshVenkatesan @kklive @tjscan123 @JeffreySchwartz @AmyMor…,negative,04-22
1307,"@shadysmj @fenxtygrande Well, WFH and WI was the only thing that 5H did, overall there's nothing else",negative,04-22
1308,"RT @annaroy9: WFH could be the next big thing towards addressing the environment damage. Look at the skies, the rivers, the nature. Truly c…",negative,04-22
1309,"Manish Singh believes that working from home can be quite challenging for some of us.

@Flipkart @FlipkartStories… https://t.co/M3XU06s3JC",positive,04-22
1310,So impressed by @CiscoIT #COVID19 #WFH https://t.co/3jtFjlAzrV,positive,04-22
1311,@CIOStraightTalk @Timothy_Hughes @sureshsambandam @dhinchcliffe @AshVenkatesan @kklive @tjscan123 @JeffreySchwartz… https://t.co/sxk2V4kv2m,positive,04-22
1312,"RT @anordinaryindi4: It isn’t just a need, #WFH should become a norm to win against #COVIDー19 . A social vaccine is needed and this is it.…",positive,04-22
1313,Need a different perspective? The perfect mid-afternoon #BrainTeaser to share with a #colleague while you #WFH The… https://t.co/sTBVqo2QBz,positive,04-22
1314,"Page 64: The Cover Interview With Editor @nandinibhalla and @sobhitaD .For our WFH Issue, Cosmo Editor Nandini Bhal… https://t.co/aEx8FZFCnd",positive,04-22
1315,"WFH could be the next big thing towards addressing the environment damage. Look at the skies, the rivers, the natur… https://t.co/tqZ0Uc5aG0",positive,04-22
1316,"DAY-30(Apr 22) #Lockdown #Ktm #COVID19
-WFH with a WebEx call
-3 additional new cases, all from Udayapur
-ppl conti… https://t.co/hNR0BHmftK",positive,04-22
1317,Stress pulak aku wfh ni bila laptop yg ade zaman batu punyaa. Aaaaaaaaa. Give up. Main dgn husna lg best,positive,04-22
1318,RT @EspireInfolabs: 80% of respondents say accessibility features in @Microsoft Teams have made their organization more productive - @forre…,positive,04-22
1319,#Glimpse of ACMA &amp; DSCI Live Webcast Session. @ACMAIndia in collaboration with DSCI organized a webcast session tod… https://t.co/3gj9vc0qAe,positive,04-22
1320,"wfh sih wfh, but it's 11pm bouss",positive,04-22
1321,RT @moingshaikh: @CIOStraightTalk @apfreshman @MrinRai @AmyMorinLCSW @JeffreySchwartz @tjscan123 @kklive @AshVenkatesan @dhinchcliffe @sure…,positive,04-22
1322,@abhijitmajumder True WFH,positive,04-22
1323,@CIOStraightTalk @apfreshman @MrinRai @AmyMorinLCSW @JeffreySchwartz @tjscan123 @kklive @AshVenkatesan… https://t.co/D0TkjRidsD,positive,04-22
1324,Here is my working from home outfit for today. #AprilOutfit #WFH https://t.co/5ACJiUAi0R,positive,04-22
1325,"@sir_stride @ChipNoir yes, but as is the case everywhere WFH is not enough to certify releases, ever wonder why the… https://t.co/omN9QDKY5A",positive,04-22
1326,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-22
1327,"@VoltasBeko #LockdownLesson
@VoltasBeko

1) Work From Home only.
#WFH https://t.co/hzTqcb5RhS",positive,04-22
1328,"Koneksi @Telkomsel lemot banget for a few days. Ini kenapa sihhh. 

Apa gara2 WFH jadi traffic nya over?",positive,04-22
1329,RT @ramavshree: Innovative Security Startup solutions for #WFH @DSCI_Connect @GoI_MeitY @amitabhk87,positive,04-22
1330,"RT @waldimar: @NickolausBauer 1. Drop bans without health benefits on items that are deemed essential by millions of people.
2. Make safe w…",positive,04-22
1331,"@IndiaPOCO @NetflixIndia Not During WFH it seems you always do that 
Thats why we only see rebranded phones.🥺",positive,04-22
1332,"RT @raman_anuradha: https://t.co/FbV901XWrS with kids at home and wfh, ""There is much ambient love in my household under lockdown, but I’m…",positive,04-22
1333,RT @eastsidemccarty: I'm doing a webinar tomorrow at 10am Sydney time talking about things you can do to stay secure when WFH.  The audienc…,positive,04-22
1334,"RT @waldimar: @NickolausBauer 1. Drop bans without health benefits on items that are deemed essential by millions of people.
2. Make safe w…",positive,04-22
1335,"RT @pandebaik: Numpang Lapak ya Gaes, bantuin kawan kuliah yang ambil jualan pasca dirumahkan masa WFH begini.

Dapur Cik Ade - Dps Bali
Pr…",positive,04-22
1336,"Are your pets disrupting your new WFH routine? We want to see photos! 

#dogsworkingfromhome",positive,04-22
1337,RT @yonibee: @p_millerd I'm at a traditional large corporate and they've adapted fast. They've already said that after the lockdown ongoing…,positive,04-22
1338,"RT @raman_anuradha: https://t.co/FbV901XWrS with kids at home and wfh, ""There is much ambient love in my household under lockdown, but I’m…",positive,04-22
1339,"https://t.co/FbV901XWrS with kids at home and wfh, ""There is much ambient love in my household under lockdown, but… https://t.co/huHxMdfnJO",positive,04-22
1340,Completed Introduction to Neo4j course. Now looking forward to complete Neo4j certification as well. #WFH… https://t.co/aO2WNaPbdb,positive,04-22
1341,"RT @waldimar: @NickolausBauer 1. Drop bans without health benefits on items that are deemed essential by millions of people.
2. Make safe w…",positive,04-22
1342,"RT @Gadget_Gig: SayNamaste - Best Zoom Alternate For Video Conferencing??
Video Link :- https://t.co/mHCdAVr8jU
.
.
.
.
.
#GadgetGig #YouTu…",positive,04-22
1343,"How have you adjusted to work from home, and juggle your other activities? Tell us what you are doing to adapt to t… https://t.co/QaPBlk2677",positive,04-22
1344,"@Pettayosias Wkwkw podo mas.. gara2 wfh kih aku selo byanget ""secara fisik"" 🤣🤣 
Sampe nonton2 acara2 gak mutu nde yutub hahaha",positive,04-22
1345,@gracebeverley @ruby3llis The second one suggest an expectation of productivity that shouldn't be there during a pa… https://t.co/S7dxX25XtY,positive,04-22
1346,@gracebeverley @ruby3llis There's a massive difference between people sharing wfh/ productivity tips for people who… https://t.co/0MEzehS5nT,positive,04-22
1347,"@TalhaZareef Very nice, WFH projects can be fun. :P",positive,04-22
1348,"SayNamaste - Best Zoom Alternate For Video Conferencing??
Video Link :- https://t.co/mHCdAVr8jU
.
.
.
.
.… https://t.co/xtjBeaHJTZ",positive,04-22
1349,"RT @waldimar: @NickolausBauer 1. Drop bans without health benefits on items that are deemed essential by millions of people.
2. Make safe w…",positive,04-22
1350,#Indian #cybersecurity #startups have phenomenal offerings.. Here are some of the products for #WFH environment..… https://t.co/hFWvNjBiPT,positive,04-22
1351,"@NickolausBauer 1. Drop bans without health benefits on items that are deemed essential by millions of people.
2. M… https://t.co/B8A2b4DOhK",positive,04-22
1352,Even the fridge is self isolating #WFH https://t.co/dpHehoojQi,positive,04-22
1353,RT @therealrepairco: Did you know that there's free document scanner built into the Notes app on your iPhone? 📱🖨 That's bound to make worki…,positive,04-22
1354,@abhishek_tri WFH is supper exhausting as the working time is almost ~1.5x,positive,04-22
1355,"In Pics | Don't let food crumbs, sticky liquid stains and ants find a home in your devices.
https://t.co/NXyI5LtfTI",positive,04-22
1356,Good morning everyone it’s WFH Wednesday.... having my work desk next to a window can be good &amp; bad lol. Have a nic… https://t.co/a879VHov6Y,positive,04-22
1357,"RT @tseenster: I should also flag that @researchwhisper (me and @jod999) are hosting the #virtualnotviral tweetchat next week, which is foc…",positive,04-22
1358,Some1's loss cud b some1 else's gain. The Man Company &amp; Beardo kind of brands could gain at t expense of Gillette &amp;… https://t.co/wDfvXcNzoC,positive,04-22
1359,RT @emergingtechlab: Monash Lens republished @YolandeStreng piece on radical flexibility for the new working from home normal. Originally p…,positive,04-22
1360,"RT @ConnectCOAI: With offices &amp; business closed due to #lockdown, a shift towards #remoteworking is fuelling demand for #cloud services tha…",positive,04-22
1361,"Multitech IT’s WFH Support Minimises COVID-19 Impact On Eco https://t.co/c1UNRgJwvY 
#WorkFromHome #WFH #ITSupport… https://t.co/3vRb8JGpXP",positive,04-22
1362,"RT @SYSPRO: With the disruptive aspects of new realities faced by manufacturers and distributors, adopting new technology is key. Our web b…",positive,04-22
1363,"While WFH seems to be a wonderful option with people gushing that it's about to become the new default...

There mu… https://t.co/sC0bRXJVZ3",positive,04-22
1364,@t0nit0ne I don’t show my face since WFH purely because I’m in a bonnet and a robe 🤡,positive,04-22
1365,"RT @ETPanache: Sunil Gupta is eating 80-90 per cent of his normal diet, and doing a 30-minute workout daily to stay fit.

#SunilGupta #Work…",positive,04-22
1366,"RT @ETPanache: The experience of working from home has a mixed response at the moment, Bajaj shared, because of the uncertainty looming.

#…",positive,04-22
1367,"RT @hacback17: The #IBM #WFH Pledge.

#CoronaVirus #COVIDー19 #Covid_19 @IBM https://t.co/TIeFFMCgjj",positive,04-22
1368,"“Thirty seconds to complete an entire timesheet? I don’t believe it.”

https://t.co/Fx4PBUqy1X

#WFH #wfhlife #CustomerExperience",positive,04-22
1369,"@she_jedi Her 6 pm dinner, which was brought forward to 5 pm since I started WFH was apparently late at 3 pm😂",negative,04-22
1370,3. Reckon it would be a stretch to go back full time at this stage after not having worked for so long. So really n… https://t.co/WFfEzb4ZBP,negative,04-22
1371,"Work From Home
 #workfromhome #wfh https://t.co/tB428RKVTf",negative,04-22
1372,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,negative,04-22
1373,"@keithgow Are you still ""working"" or are you doing the WFH thing?",negative,04-22
1374,RT @matt_barrie: Australia Post using Covid as cover to reduce letter deliveries to every second day in metropolitan areas. Strange because…,negative,04-22
1375,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,negative,04-22
1376,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,negative,04-22
1377,"@anna_chica Here you go! My offering for you to #RateMyZoomRoom. Not particularly interesting, but I'm pretty sure… https://t.co/7ZkdKeoGa7",negative,04-22
1378,"Page 2 - Frida and Freedom
I have posted this image begore, but now you have context. 
. 
. 
Side note:

The worst… https://t.co/SDY6roBKqB",negative,04-22
1379,"Great piece on how to keep on keeping on for #PhD students during COVID19, some great tips in here for PI’s too… https://t.co/uqSs5RGHWe",positive,04-22
1380,"RT @ConnectCOAI: With offices &amp; business closed due to #lockdown, a shift towards #remoteworking is fuelling demand for #cloud services tha…",positive,04-22
1381,RT @DrCFord: A short break from #WFH this morning to get my flu vaccination on campus. Thank you for making these free for all staff @UNSW…,positive,04-22
1382,"Microsoft brings offline connectivity, low-bandwidth connection, real-time noise suppression in new Teams update fo… https://t.co/n8ygmX9EM9",positive,04-22
1383,"I am soo unemployed that when someone says wfh, I always think isne wtf ki spelling wrong ku likh di.",positive,04-22
1384,"RT @girnarcare: Leave your #customerservice in expert hands.

Write to us at support@girnarcare.com, visit https://t.co/SRrHfOIztr or call…",positive,04-22
1385,"Top 12 Work from Home Tools to Make Your Remote Work Life Easy
#remotework #wfh #Covid_19india 
https://t.co/ONeNWLHmQh",positive,04-22
1386,Want to be warm while WFH in winter? And stay safely inside in smoky summers? Concerned about climate change? 👇 https://t.co/Y9izUOnMYk,positive,04-22
1387,"Top 12 Work from Home Tools to Make Your Remote Work Life Easy
#remotework #wfh #Covid_19india 
https://t.co/GguNyS1TV2",positive,04-22
1388,"Top 12 Work from Home Tools to Make Your Remote Work Life Easy
#remotework #wfh #Covid_19india 
https://t.co/aeXAsGISDw",positive,04-22
1389,RT @EspireInfolabs: 80% of respondents say accessibility features in @Microsoft Teams have made their organization more productive - @forre…,positive,04-22
1390,"@airtelindia @Airtel_Presence @TRAI @airtelindia
I have been trying to contact you guys from last 1 week calling da… https://t.co/MP5i2M8RUi",positive,04-22
1391,"@justanotheramy @patstokes @portusprince True, for real though the little red/amber/green dot in Microsoft Teams th… https://t.co/jF1cAs52Hz",positive,04-22
1392,"@airtelindia @Airtel_Presence @TRAI @airtelindia
I have been trying to contact you guys from last 1 week calling da… https://t.co/NHrmG6AduK",positive,04-22
1393,"@airtelindia @JayantiApte @Airtel_Presence @TRAI @airtelindia
I have been trying to contact you guys from last 1 we… https://t.co/4ZZBB1IcdS",positive,04-22
1394,"RT @UCxUP: WFH
Work From Hahaha",positive,04-22
1395,"@Webex @zoom_us @houseparty
@Skype @WhatsApp
Pl include option

https://t.co/fc4hhqElof attendent details sumarry m… https://t.co/qVG8GItKaO",positive,04-22
1396,Gotta love @Telstra. No internet access in April. Repeated calls 2+ hours each day. Multiple promises of action. No… https://t.co/0gUfrhSooG,positive,04-22
1397,80% of respondents say accessibility features in @Microsoft Teams have made their organization more productive -… https://t.co/YVFZC5Yb2D,positive,04-22
1398,"RT @DustinAtAvaya: #RT @Avaya_MEA: If you're in the process of deploying #RemoteWorkers, or looking to streamline operations, these 5 best…",positive,04-22
1399,Only good thing about WFH is when I finish late it doesn’t take me 2 hours to get home.,positive,04-22
1400,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-22
1401,RT @Kaitoma_: Remote working: Does it work? Can it work? Will it work?  https://t.co/JzX1b3GocP #RemoteWorking #WFH #WorkingFromHome https:…,positive,04-22
1402,"RT @Which50: By March 16th Cisco had made the decision to implement mandatory work from home for its more than 140,000 employees and partne…",positive,04-22
1403,"6 Employee Engagement Tips For Remote Workers
#remotework #Tips #wfh
https://t.co/WhL9NijeoG",positive,04-22
1404,Week 5 #WFH  yep very much  an #ENTP,positive,04-22
1405,9 things the most productive WFH people do 30 minutes before logging off https://t.co/vrnXxpXSNY https://t.co/SX75TYNYBP,positive,04-22
1406,Listened back to the recording of my genocide studies lecture from yesterday. As I’m talking about reproductive vio… https://t.co/lU0AdBLR3r,positive,04-22
1407,"It’s time to layer up in super soft knits.

#AustralianMade #Cosy #WFH #ISOStyle #Knitwear #WeWearAustralian https://t.co/ul4YiwTc5e",positive,04-22
1408,@deamahfudz Whoaaa thanks mbaak! Menarik sih dan kayanya ga berat2 banget cocok buat temen WFH,positive,04-22
1409,"@BSNLCorporate Hi bsnl, I am looking for new broadband connection at my home in Muzaffarnagar, UP. Due to lockdown… https://t.co/TLTJu6dOxu",positive,04-22
1410,Today’s #covid WFH team meeting dress up theme was #metgala...nailed it! https://t.co/wmVJHY4A2d,positive,04-22
1411,RT @askrahulbhowmik: Top 6 Tips To Work From Home Efficiently #workingfromhome #WFH #Tips #Digital #internet #Lockdown2 #IndiaFightCorona #…,positive,04-22
1412,@Bhekisisa_MG This is disgusting. I must admit I had to read the tweet a few times and then open the link to determ… https://t.co/NueogNCSDP,positive,04-22
1413,"Be kind to yourself x 
#Covid19 #WFH https://t.co/WQuJJS5JDl",positive,04-22
1414,"Today on @abcperth Drive w/ @GeoffHutchison 📻
- @swrighteconomy on new ka-ching retail sale data 💰
- Your memories… https://t.co/7otVkwxrze",positive,04-22
1415,"The CTO listed the ""12 Rules of Life"" and then thanked us all for ""making him look good"" over the last few months o… https://t.co/ECJcQ3k9ba",positive,04-22
1416,@bahasinrl Wfh nya ngapain,positive,04-22
1417,"RT @ThinkroomSME: #Entrepreneurs, are you still unsure about the equipment needed for your home office? Setting it up can be overwhelming s…",positive,04-22
1418,RT @MithileshwarT: Lockdown has proved that substantial amount of work can be handled working from home. Money spent on office infrastructu…,positive,04-22
1419,"Guys!  Post #birthdaycelebration  back to normal life. Believe me reality sucks. 😤
.
.
.
Disclaimer 😁: This… https://t.co/AC1oKACP6X",negative,04-22
1420,"WFH could be our contribution for the environment, it reduces Greenhouse gas emissions, Energy consumption, Fossil… https://t.co/riQCl2tZFs",negative,04-22
1421,"@airtelindia
The entire Covid situation and consequent WFH has been extremely scary.
Thank you for helping us tide… https://t.co/bnupqG80Gq",negative,04-22
1422,"#Entrepreneurs, are you still unsure about the equipment needed for your home office? Setting it up can be overwhel… https://t.co/s4ZFSXv137",negative,04-22
1423,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,negative,04-22
1424,"@HathwayBrdband on daily basis I am facing issue in connectivity and bandwidth. We are wfh and facing lot's issue,… https://t.co/cmJrBYobWl",negative,04-22
1425,#WFH - aaj kal gujar basar kuch aishe hi chal raha hai. #StayHomeStaySafe https://t.co/s9tLp06foe,negative,04-22
1426,Covid-19.. Work from Home WFH else we will have to Work from Heaven WFH,negative,04-22
1427,Great to see you Amy! Looks like you are coping well with this crazy alternate reality we are currently in! #WFH… https://t.co/KduK6csBVE,negative,04-22
1428,@Chr1stop4 I’ve been WFH since 27/03 and doing 7’30” each week day (except for the bank holidays and the one day I… https://t.co/stf7L9EJb9,negative,04-22
1429,"RT @ZAFoodMusketeer: Lmfao this is classic. 

Can we do this for work, there is no public transport from my room to my office. 
#TheFoodMus…",positive,04-22
1430,@rohitvaarma I don't think so it has gone wrong ...Instead WFH has been a boon for work life balance. I can go on a… https://t.co/iZyFIywmKG,positive,04-22
1431,@grand_aspie honestly the worst part of this ongoing WFH is the constant temptation to nap/play games... the only r… https://t.co/OruSKT8OEj,positive,04-22
1432,🔊Last week we changed it up by inviting special guest Olympic medallist and world champion Bronte Campbell to chat… https://t.co/whFfHuTPBS,positive,04-22
1433,"RT @UCxUP: WFH
Work From Hahaha",positive,04-22
1434,"Hi ho, hi ho.. off to work I go.
#WFH",positive,04-22
1435,"Day 27 plans
* WFH, life as usual minus traveling 
* Relax 
* Continue uploading to Google Photos 

Yay it's a break day.",positive,04-22
1436,It's so bloody infuriating for the internet to be dead at a time like this. I can't attend online classes on my hom… https://t.co/CXnS8U6l04,positive,04-22
1437,#RT @Psm_cuts: RT @DPK67378296: @Psm_cuts @CUTSCCIER @FinancialXpress Yes please allow..its the needy things specia… https://t.co/Sjuq32EDCs,positive,04-22
1438,"RT @SirfMayuR: An amazing article by @narendramodi
on @LinkedInIndia about how the work culture is changing..

""The shift from BYOD to WFH…",positive,04-22
1439,"Should I stop relying too much on JetBrain IDE? WFH, using docker to build local environment on my clean personal W… https://t.co/8hVgMFaSet",positive,04-22
1440,"To build a strong security posture in WFH scenario, MEITY (Govt of India) created an integrated use case library. D… https://t.co/0VYA76DuVT",positive,04-22
1441,"RT @SAPoliceNews: With much of the South Australian workforce currently working from home, cybercriminals look for ways to exploit this sit…",positive,04-22
1442,wfh sucks today i asked boyf to make me a coffee and he was like “three coffees? you shouldn’t be drinking that muc… https://t.co/o5w0KBuiA3,positive,04-22
1443,"RT @EKing_Sci: My partner and I are different. I’m a slave-driver. He’s the chill pill. 

Articles with motivation tips help him because he…",positive,04-22
1444,"An amazing article by @narendramodi
on @LinkedInIndia about how the work culture is changing..

""The shift from BYO… https://t.co/IaCd74AcoL",positive,04-22
1445,"RT @DustinAtAvaya: #RT @Avaya_MEA: If you're in the process of deploying #RemoteWorkers, or looking to streamline operations, these 5 best…",positive,04-22
1446,@vikaspandey003 @thakkar_sameet मोदीजी ने कहा था WFH,positive,04-22
1447,"RT @snapdealdiaries: #Tips for #workingfromhome 👩‍💻👨‍💻
#WFH https://t.co/WhNF3igMtP",positive,04-22
1448,"For people bored of nature sounds and western instrumental as WFH music, do give this a listen. Absolutely gorgeous… https://t.co/88Aw8QhBFC",positive,04-22
1449,Loving WFH Breakfasts https://t.co/DxiZF940Lf,positive,04-22
1450,"My partner and I are different. I’m a slave-driver. He’s the chill pill. 

Articles with motivation tips help him b… https://t.co/q42AWodKsq",positive,04-22
1451,"#RT @Avaya_MEA: If you're in the process of deploying #RemoteWorkers, or looking to streamline operations, these 5… https://t.co/YQxO5okgLp",positive,04-22
